player_id,last_name,first_name,team_name,start_year,end_year,sb_attempts,catcher_stealing_runs,caught_stealing_above_average,n_cs,rate_cs,est_cs_pct,cs_aa_per_throw,seasonal_runner_speed,runner_distance_from_second,pop_time,exchange_time,arm_strength,n_xcs_with_flight_over_xcs,n_xcs_with_exchange_over_xcs,n_xcs_with_accuracy_over_xcs,n_xcs_with_ground_other_over_xcs,n_xcs_with_onfly_other_over_xcs,n_xcs_with_untracked_other_over_xcs
435064,Wilson, Bobby,DET,2019,2019,8,-0.584775145,-0.89965407,1,0.125,0.237456759,-0.112456759,28.65,56.34547132,2.089,0.774428571,75.20242857,-0.733989324,-0.159357516,0.003991964,-0.042879477,0.032580283,0
547172,Wolters, Tony,CHC,2019,2021,57,2.28488609,3.515209369,20,0.350877193,0.289206853,0.06167034,28.01754386,56.23708234,1.9794,0.651045455,75.15771659,-2.983798319,6.494442598,3.087851374,-0.141927488,-3.146830673,0.205471876
642851,Wynns, Austin,BAL,2019,2021,34,2.329256813,3.58347202,14,0.411764706,0.30636847,0.105396236,28.14705882,57.68192267,1.989142857,0.706607143,76.41589964,-1.569689029,1.79164768,2.435323615,0.822817163,0.103372591,0
605131,Barnes, Austin,LAD,2019,2021,55,-3.058717616,-4.705719409,9,0.163636364,0.249194898,-0.085558535,28.16,55.76575696,2.063619048,0.696560976,73.35048452,-5.377789555,3.072286244,-2.708104006,2.386605501,-1.960114451,-0.118603142
452095,Flowers, Tyler,ATL,2019,2020,49,-4.423469035,-6.805336978,9,0.183673469,0.322557898,-0.138884428,28.16530612,56.77160505,2.115285714,0.771117647,72.93723606,-5.303165444,-2.737966854,-0.687569841,1.054126201,0.534926522,0.334312439
595956,Gallagher, Cam,KC,2019,2021,37,-1.902545523,-2.926993112,8,0.216216216,0.295324138,-0.079107922,28.18648649,56.36410851,2.025222222,0.736038462,76.19832111,-1.675764329,0.331796004,-1.130423905,-0.695885371,0.24328449,0
605244,Garcia, Aramis,OAK,2019,2021,11,0.531548593,0.817767067,3,0.272727273,0.198384812,0.074342461,28.6,56.54837398,1.956625,0.73225,80.71948625,0.512721279,-0.125903957,-0.204644045,-0.16197331,0.797567099,0
492802,Graterol, Juan,CIN,2019,2019,1,-0.054630611,-0.084047094,0,0,0.084047094,-0.084047094,28.4,51.45326277,,,,0,0,-0.084047094,0,0,0
595978,Hedges, Austin,CLE,2019,2021,63,-0.247300268,-0.380461952,18,0.285714286,0.291753364,-0.006039079,28.22698413,56.86581533,1.9351875,0.679145833,78.85474809,0.818489752,4.231879356,-0.128225946,-0.63342483,-4.786214796,0.117034513
592407,Holaday, Bryan,AZ,2019,2021,21,0.036573054,0.056266236,5,0.238095238,0.235415894,0.002679345,28.27142857,55.46991249,1.9915,0.698666667,76.73936667,-0.560993837,0.631756525,0.525038885,0.828128798,-1.029736525,-0.33792761
