player_id,last_name,first_name,team_name,start_year,end_year,pitches,catcher_blocking_runs,blocks_above_average,n_pbwp,x_pbwp,blocks_above_average_per_game,freq_pbwp_easy,freq_pbwp_medium,freq_pbwp_tough,diff_pbwp_easy,diff_pbwp_medium,diff_pbwp_tough
592200,Casali, Curt,SF,2019,,5063,-2,-8,60,52.35197276,-0.06042289,0.9460794,0.043057476,0.010863125,-8.896057104,1.8449993,-0.596969437
543308,Hicks, John,TEX,2019,,2612,-2,-8,33,25.11613493,-0.120733003,0.954058193,0.0356049,0.010336907,-0.169415203,-4.720328796,-2.994121069
572863,Garneau, Dustin,DET,2019,,2521,-2,-8,32,24.31598007,-0.121920189,0.953193177,0.038873463,0.00793336,-7.468954856,-1.020061459,0.804996381
642082,Sisco, Chance,NYM,2019,,3573,-2,-9,45,35.6456922,-0.10472217,0.948782536,0.041141898,0.010075567,1.588155749,-2.03818079,-8.904282763
607345,Smith, Kevan,ATL,2019,,3374,-2,-10,50,40.41128629,-0.113677697,0.937759336,0.045939538,0.016301126,-3.891739176,-0.816817286,-4.880157243
456078,Castillo, Welington,CWS,2019,,1961,-3,-10,30,19.82313833,-0.207585144,0.954614992,0.034166242,0.011218766,-6.383654913,-3.810898286,0.017691525
643396,Kiner-Falefa, Isiah,TEX,2019,,1621,-3,-10,27,16.63361122,-0.255802314,0.949413942,0.037631092,0.012954966,-5.624383879,-3.759215886,-0.982789017
572287,Zunino, Mike,TB,2019,,7002,-3,-11,95,83.96263438,-0.063052646,0.937017995,0.049557269,0.013424736,-1.788563555,-8.733144481,-0.515657585
452095,Flowers, Tyler,ATL,2019,,4103,-3,-11,58,46.65315137,-0.110620021,0.936631733,0.051425786,0.011942481,-13.60399239,-0.096004487,2.353148252
518960,Lucroy, Jonathan,ATL,2019,,3418,-3,-11,56,45.33058846,-0.124861458,0.927442949,0.052954944,0.019602106,-7.708899512,-2.166612776,-0.793899257
668670,Rogers, Jake,DET,2019,,2965,-3,-11,44,33.13433705,-0.146585672,0.942664418,0.045193929,0.012141653,-10.85979076,-2.219335719,2.213463529
620443,Torrens, Luis,SEA,2019,,2299,-3,-13,33,20.13610013,-0.22381731,0.951283167,0.040017399,0.008699435,-6.729093756,-4.486744977,-1.648061141
641470,Collins, Zack,CWS,2019,,2919,-4,-14,50,35.70350988,-0.195909423,0.935251799,0.048304214,0.016443988,-5.161453884,-3.178033318,-5.957002912
435559,Suzuki, Kurt,LAA,2019,,6821,-4,-15,87,72.32764622,-0.086042245,0.946195572,0.040609881,0.013194546,-15.62065239,-6.628695104,7.576993714
605244,Garcia, Aramis,OAK,2019,,1484,-4,-15,28,12.69971418,-0.412406626,0.958894879,0.031671159,0.009433962,-4.660776563,-2.858332468,-7.781176787
572033,Phegley, Josh,CHC,2019,,3432,-4,-17,54,36.95870225,-0.198616524,0.939685315,0.045454545,0.01486014,-18.98713105,1.99583025,-0.049996948
467092,Ramos, Wilson,CLE,2019,,7633,-5,-19,81,61.6063071,-0.101630776,0.962269095,0.02934626,0.008384646,-9.612883701,-7.225956995,-2.554852203
595284,Knapp, Andrew,PHI,2019,,3454,-5,-20,47,26.68652746,-0.235245773,0.959177765,0.033294731,0.007527504,-7.996165148,-4.514669785,-7.802637605
488771,Castro, Jason,HOU,2019,,5609,-6,-24,81,56.73552176,-0.173039602,0.945266536,0.042788376,0.011945088,-7.552481415,-8.936895887,-7.775100934
596142,Sánchez, Gary,NYY,2019,,8848,-7,-26,122,95.93656638,-0.117827458,0.942472875,0.044755877,0.012771248,-10.30345834,-10.79230948,-4.967665799
553882,Narváez, Omar,MIL,2019,,8970,-7,-30,117,87.10281622,-0.133320775,0.949944259,0.038238573,0.011817168,-2.895320042,-18.74586932,-8.255994426
595751,Alfaro, Jorge,MIA,2019,,7592,-8,-32,102,70.46064807,-0.166171506,0.95666491,0.032139094,0.011195996,-23.55351027,-5.868359315,-2.117482341
600474,Severino, Pedro,BAL,2019,,9266,-12,-47,140,93.02546569,-0.202782363,0.949061084,0.038527952,0.012410965,-29.40233232,-12.89484207,-4.677359919
